14609320217	vn-11134207-7ras8-m226kox3lr6m1a|vn-11134207-7ras8-m226l1bthfvf73|vn-11134207-7ras8-m226l1btk926f2|vn-11134207-7ras8-m226l1btlnmmb9|vn-11134207-7ras8-m226l1btk90b6d|vn-11134207-7ras8-m226l1btg1cu01
15509326183	ee16962a0937b7313c75e818d9af8f1a|0c5201ea2a48a683de34f71e0191121b|7196b729802397f81d7e6044c54f65cf|49f9fe1e9d90010df55d9f42aa5b36c5|cf58991f3fec147f56340ce7cb8ea203|93796017f9a4bf5c94ae6daec448132f
19076200751	vn-11134207-7r98o-lwjs5b864gd705|vn-11134207-7r98o-lwjs5b8608nv0b|vn-11134207-7r98o-lwjs5b861n8bf9|vn-11134207-7r98o-lwjs5b8631srfe|vn-11134207-7r98o-lwjs5b865uxneb|vn-11134201-23030-2dy8ug5207nv3d
22010951491	sg-11134201-22120-lysspcsim3kv7c|sg-11134201-22120-b4p7slzim3kv09|sg-11134201-22120-ul1d9l6im3kv0a|sg-11134201-22120-av4j3h6im3kv4c|sg-11134201-22120-xvuhkk6im3kv35|sg-11134201-22120-mhiksh6im3kvd7
22457174137	vn-11134207-7r98o-lmlnaub8n9b355|vn-11134207-7r98o-lmlnaub8onvj5b|vn-11134207-7r98o-lmlnaub8q2fz3d|vn-11134207-7r98o-lmlnaub8svkv00|vn-11134207-7r98o-lmn185q59om7ad|vn-11134207-7r98o-lmlnaub8yhuna3
24156139007	vn-11134207-7ra0g-m6c1zfx6og8mca|vn-11134207-7r98o-lq1oc38olwzb73|vn-11134207-7r98o-lq1oc38ooq4749|vn-11134207-7r98o-lq1oc38onbjr02|vn-11134207-7r98o-lq1oc38oq4on52|vn-11134207-7r98o-lq1oc38orj93c5
24910953759	vn-11134207-820l4-mhirk1uk5uyq8a|vn-11134207-7r98o-lr2xydzupuis02|vn-11134207-7r98o-lr2xydzun1dw7d|vn-11134207-7r98o-lr2xydzuofyc03|vn-11134207-7r98o-lr2xydzur9383f|vn-11134207-7r98o-lr2y49x08ukkfc
25473508880	vn-11134207-820l4-mik1y2lqvqwy76|vn-11134207-7r98o-lza8wcu330p9f4|vn-11134207-7r98o-lwthzc5k3u1l9b|vn-11134207-7r98o-lza8wcpmu2ld2b|vn-11134207-7r98o-lza8wcu2oza971|vn-11134207-7r98o-lza8wcpmvh5tf2
25944454662	vn-11134207-820l4-mjdt5nj5xpfl4e|vn-11134207-7ra0g-m8x5nekpxjsyc8|vn-11134207-7ra0g-m8x5nekzyjic55|vn-11134207-7ra0g-m8x5nekzyjr630|vn-11134207-7ras8-mbniemx518io83|vn-11134207-7ras8-mbniemx5188k66
26458860279	vn-11134207-7r98o-lza93ta5tcptdb|vn-11134207-7r98o-lza94jfvj9e518|vn-11134207-7r98o-lza949tvmzpp97|vn-11134207-7r98o-lza949tllzrhd0|vn-11134207-7r98o-lza949tvoejl4f|vn-11134207-7r98o-lza949tvmzz5eb
